,id,order_number,question,label_1,label_2,label_predict
677,678,7104240520171028103907,订单项号404723087，crm显示开通中，开通在网络激活环节已退单，烦请crm退单,,,无匹配标签
678,679,7104716820170930183114,13335511333   用户399套餐  失效时间是无限大。但是看套餐后面退订是灰色,,,套餐后台修改
679,680,7104716820171028092440,用户IPTV5512012495752办理标改高，受理时受理了两张，一张标改高的单子，一张转安装的单子，以为是两部itv，所以退了一个，现在标改高的已经竣工，另一张转安装退单了，用户电视看不了，itv报错无此用户。 ,,,受理报错
680,681,7104716820171028160546,HLWZX55120084395拆机提示报错如图,,,受理报错
681,682,7104717620171025162114,请问SAP登录初始密码是多少？,,,工号权限/密码
682,683,7104718120170929095240,工作需要，申请工号：71047181 mss门户权限 ,,,工号权限/密码
683,684,7104719320171026161323,请问为什么现在财辅系统里的数据导不出来了,,,财辅报账支撑
684,685,7104719820171010122031,17755174866号码校内不限量套餐。9月显示为不限量套餐。10月就显示没有了。烦请支撑,,,改签不限量套餐
685,686,7104720020171016103505,请问库存物资的编码可以修改吗 ,,,采购支撑
686,687,7104751320171019155613,请问，系统集成预算已经足额增加，但是项目立项时系统仍然提示报错“财辅预算不足”，请问如何处理,,,受理报错
687,688,7104751320171020094044,银行电子回单转换失败，请帮忙处理,,,受理报错
688,689,7104751520170926150353,资产报废流程已审批，结束，sap没有计入固定资产净额,,,固定资产支撑
689,690,7104751520170929101213,普通发票验证不过去,,,发票打印
690,691,7104751520170929174959,发票验证不过去,,,发票打印
691,692,7104751520170930100611,发票验证补通过 ,,,发票打印
692,693,7104751520171002173942,报账单没有下一处理环节,,,财辅报账支撑
693,694,7104751520171004115345,报账单提交不走,,,财辅报账支撑
694,695,7104751520171010143631,报账单挑对不到,,,财辅报账支撑
695,696,7104751520171016092119,报账单没有关联专票信息,,,财辅报账支撑
696,697,7104751520171016171514,影像系统发票验证不通过,,,发票打印
697,698,7104751520171018170704,影像系统发送报账单提交不走,,,财辅报账支撑
698,699,7104751520171019110629,删除资产保管员权限,,,订单删单/撤单
699,700,7104751520171020124313,sap固定资产清册怎么查询,,,固定资产支撑
700,701,7104751520171023173121,资产更新错误,,,固定资产支撑
701,702,7104751520171024084746,资产重分类错误,,,固定资产支撑
702,703,7104751520171024155839,老财务辅助不能查询报账单,,,财辅报账支撑
703,704,7104751520171025103122,申请增加权限,,,工号权限/密码
704,705,7104751520171030165838,资产报废出问题,,,固定资产支撑
705,706,7104757120171011161522,17358072394 OCS用户，用户上网流量清单中，部分上网话单走的是448530#54#基站，该基站已经添加到特殊校园优惠，为什么依然按主套餐流量计费，并且产生了费用？,,,流量费用争议
706,707,7104776020171011105839,TYA01211180003011709017002 终端直降挂账，关联交易类型选错进行调账，调账单号TZA01200000011181709020002 ，现报账人支付时提示可支付金额为0 ,,,串码释放
707,708,7104776020171020151819,TYA01211180004011710003003 报账单只显示税额,,,财辅报账支撑
708,709,7104777220170919104033,淮南昨天非实名制停机了10000多个号码，但是其中有200多个左右是翼支付终端用的卡，目前需要复机，现在小前台这些号码都复机不了 ，省公司能不能批量复机？ ,,,未实名
709,710,7104800820170927111103,A000007AF7C12E现在串号状态为调拨，但CRM已绑定手机，麻烦释放下，现需要重新绑定,,,串码释放
710,711,7104800820171002085825,A000007A89CB94麻烦释放,,,串码释放
711,712,7104800820171002153512,74500761订单号退费400元报错，麻烦看下,,,受理报错
712,713,7104800820171012113604,13355555389 在4G系统中定位报错，麻烦看下,,,受理报错
713,714,7104801520171011113026,在MSS采购中变更供应商银行信息，流程已完成，但财辅报账还是以前的老银行账号，没有出现新账号，请问这是咋回事，谢谢,,,财辅报账支撑
714,715,7104801520171013144730,请问报账人维修资产及备件报账，立项立的CW0911预算科目，但不论选什么用途，跳出来的预算科目都是CW0914，且无法更改,,,财辅报账支撑
715,716,7104801520171019112644,报账单无法选择预算指标，也无法删除，提示运行出现问题,,,订单删单/撤单
716,717,7104801520171026110630,请问，此单一直显示在老总环节，但是老总那边看不到，麻烦看下,,,订单卡单
717,718,7104814620171002162547,62698766这个单子是暂存状态，能不能把这个单子提单到大后台。,,,订单卡单
718,719,7104814620171016092326,翼运维工单处理里面输入手机号码查询显示没有权限,,,工号权限/密码
719,720,7104814620171017084502,麻烦重置一下950264的实物卡管理系统的密码。,,,工号权限/密码
720,721,7104814620171017105720,62749779这个工单待发送，bmp里面无法改待确认删单，麻烦处理一下,,,订单删单/撤单
721,722,7104814620171030102828,麻烦查一下订单号59407506是哪个工号撤单的。,,,订单删单/撤单
722,723,7104821720171001151024,IPTV5622017284701这个IPTV承载不到KDYX56220171530513这个宽带上，在BMP修改也修改不上 ,,,IPTV退单、删单
723,724,7104821720171001163733,62694439 宽带无流程 ，麻烦看下，谢谢,,,订单卡单
724,725,7104821720171028125622,64799426这个订单竣工了，但是套餐属性为待生效，现在的套餐为生效，但是生失效时间是同一天，是由于我改了套餐状态，麻烦看下原因，要怎么处理,,,订单卡单
725,726,7104822020171007163313,订单号62762173，一直开通中，订单流程到网络激活，但是未竣工，麻烦帮忙竣工。,,,订单卡单
726,727,7104822720171016160112,工号H8146237被锁定，但是CRM查不到此工号，找主数据平台看了工号正常，麻烦处理一下，谢谢,,,工号权限/密码
727,728,7104822720171027085337,政企近期发展的不限量套餐有一些订单的发展人编码为空，但是营业员说自己受理时输入了发展人编码，麻烦省公司帮忙核实一下，是因为受理人当时没有输入，还是因为系统原因导致发展人编码不存在？例如号码17756253486，订单号62323490，62323511；号码17756205293，订单号63882668，谢谢,,,改签不限量套餐
728,729,7104822920171004150109,用户15305629956用户，在9月4日下午6点通过缴费助手被扣费426.55元，但是没有充值到用户的话费中，麻烦查询该用户被代扣的426.55元被充值到那个账号了,,,缴费未到账(第三方平台问题)
729,730,7104822920171009181115,18005628114缴费助手代扣，充值到那个账号了，用户没有收到充值的话费。  中心平台交易日期时间 2017-10-06 09:47:41  受理机构流水号	562201710060947371000144802899 ,,,缴费未到账(第三方平台问题)
730,731,7104823420171010083803,请问报账单制证后，做会计档案调整，重新环发票，原发票可以寄回吗,,,发票打印
731,732,7104823420171030100333,请问财辅会计档案调整怎么打不开,,,财辅报账支撑
732,733,7104858920170930160513,资产处置收入结转，有个流程问题请教,,,固定资产支撑
733,734,7104895120171010153415,18955757566收费10元/月 ，副卡优惠包：可选包_乐享4G副卡优惠_201503 为停机状态，但未查询到原因，请协助给予修改为正常，谢谢！,,,签转不限量副卡未享受优惠
734,735,7104895120171024083637,18056221138，改号码受理了：不限量套餐_月返10元翼支付红包_201707，这个权限市公司没有开放，该受理工号只有基本的受理权限，这个是怎么受理上的，请帮忙核实一下，谢谢,,,改签不限量套餐
735,736,7104895120171024105837,号码：6022137，请帮忙将：国内长途语音[拆机在途]，应用功能退订掉,,,拆机/销户系统校验不通过
736,737,7104895120171024161232,订单号：92837118，请帮忙插一下是哪个工号受理的该订单，谢谢,,,工号权限/密码
737,738,7104903720171012091953,工号71049037，申请开通oa  MSS门户权限，用于走合同，参考工号：34146850,,,工号权限/密码
738,739,7104909620171004143745,订单号:128349330单子一直处于待发送状态，麻烦过单，谢谢！,,,订单卡单
739,740,7104909620171024111436,IPTV556201797846半价购机顶盒预存话费缴不上请帮忙支撑,,,IPTV退单、删单
740,741,7104909620171028122002,KDYX55620152008512已拆机，用户10000投诉押金100元没有退回，请支撑查下系统是否有押金,,,拆机/销户系统校验不通过
741,742,7104910520171008121105,订单号128395120用户加装副卡，营业员反映系统自动缴费500，但是在用户账户却没有显示，请帮忙处理,,,无匹配标签
742,743,7104911820171004105313,128334760订单确认提示生成一单清电子协议失败，请帮忙处理,,,受理报错
743,744,7104914320171009090726,有网厅客服中心9月受理的批量卡在待发送 销售单开通中  烦请省公司帮忙发处理,,,订单卡单
744,745,7104930720171012101545,工号71035190，姓名钱俊臣，原财辅系统报账人联系电话：18963732691，现申请变更为18956600201,,,工号权限/密码
745,746,7104930720171016110515,工号71049307，挂靠部门为财务部，权限也已配置，但是其他部门人员报账时选不到这个初核会计，麻烦看下原因,,,工号权限/密码
746,747,7104930720171023095844,事前审批单号17CZSCC006305，流程已归档，报账期间为10月份，但是没有推送财辅系统，没有生成报账单，麻烦看下,,,财辅报账支撑
747,748,7104931220171010083800,新增初核会计权限,,,工号权限/密码
748,749,7104931220171012105221,采购系统结算单总是有尾差一分钱,,,采购支撑
